,Date,Stock Name,average_sentiment,Unnamed: 0,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
0,2021-09-30,AAPL,0.0989,0,141.13871153102787,141.84607643427412,138.8004767124643,139.01661682128906,89056700,0.0,0.0,AAPL
1,2021-10-01,AAPL,0.2482545454545454,1,139.40957099337092,140.41167363009774,136.6685436232225,140.1464080810547,94639600,0.0,0.0,AAPL
2,2021-10-04,AAPL,0.12283,2,139.27205711141977,139.71417144710756,135.8433174240975,136.6980438232422,98322000,0.0,0.0,AAPL
3,2021-10-05,AAPL,0.331,3,137.04187484873813,139.7436107509028,136.91415162715586,138.63343811035156,80861100,0.0,0.0,AAPL
4,2021-10-06,AAPL,0.24352,4,137.02224673210762,139.65520446098895,135.94154617712425,139.50784301757812,83221100,0.0,0.0,AAPL
5,2021-10-07,AAPL,0.2467,5,140.5492330571654,141.68887815597228,140.21520380127083,140.7751922607422,61732700,0.0,0.0,AAPL
6,2021-10-08,AAPL,0.4560714285714285,6,141.50217079173365,141.64953218962253,140.05796912847646,140.39199829101562,58773200,0.0,0.0,AAPL
7,2021-10-11,AAPL,0.79615,7,139.77308801685626,142.2685030339597,139.321154671985,140.30360412597656,64452200,0.0,0.0,AAPL
8,2021-10-12,AAPL,0.0259,8,140.71622717692813,140.73588036293728,138.56466053407794,139.0264129638672,73035900,0.0,0.0,AAPL
9,2021-10-13,AAPL,-0.32258,9,138.76116078950477,138.91834130277414,136.7569555876891,138.43695068359375,78762700,0.0,0.0,AAPL
10,2021-10-14,AAPL,0.4468933333333333,10,139.61588767122242,141.3548273420417,139.02641202284653,141.23692321777344,69907100,0.0,0.0,AAPL
11,2021-10-15,AAPL,-0.0066857142857142,11,141.24677567087335,142.35693346590534,140.99132919423647,142.29798889160156,67940300,0.0,0.0,AAPL
12,2021-10-18,AAPL,0.278791304347826,12,140.93235215706065,144.26285475697728,140.64744844988806,143.9779510498047,85589200,0.0,0.0,AAPL
13,2021-10-19,AAPL,0.1310642857142857,13,144.42988344158726,146.55197778080822,143.97796510457945,146.149169921875,76378900,0.0,0.0,AAPL
14,2021-10-20,AAPL,0.26243,14,146.09021163590805,147.1217864254021,145.52038922846384,146.640380859375,58418800,0.0,0.0,AAPL
15,2021-10-21,AAPL,-0.00343,15,146.19828235446312,147.0137170970346,145.27477758598488,146.8565216064453,61421000,0.0,0.0,AAPL
16,2021-10-22,AAPL,0.26688,16,147.06286328651325,147.54425393167557,146.03128834675385,146.08041381835938,58883400,0.0,0.0,AAPL
17,2021-10-25,AAPL,0.1692,17,146.07057189816248,146.74846439340308,145.02917791630992,146.03128051757812,50720600,0.0,0.0,AAPL
18,2021-10-26,AAPL,0.1588666666666666,18,146.70919043645577,148.19268383326175,146.3947993904891,146.69937133789062,60893400,0.0,0.0,AAPL
19,2021-10-27,AAPL,-0.0452071428571428,19,146.7386383860378,147.1021398555324,145.8839122319342,146.2375946044922,56094900,0.0,0.0,AAPL
20,2021-10-28,AAPL,-0.0168793103448275,20,147.1905677733736,150.48176407804232,147.0923168426724,149.89230346679688,100077900,0.0,0.0,AAPL
21,2021-10-29,AAPL,0.1833833333333333,21,144.6361926076438,147.30845600384407,143.84041104314798,147.17091369628906,124953200,0.0,0.0,AAPL
22,2021-11-01,AAPL,0.3521,22,146.375144890825,147.07267558601703,145.20602767920596,146.34567260742188,74588300,0.0,0.0,AAPL
23,2021-11-02,AAPL,0.2066461538461538,23,146.05092273897117,148.90985392123366,146.04108865132204,147.38705444335938,69122000,0.0,0.0,AAPL
24,2021-11-03,AAPL,0.0363,24,147.75058309812417,149.3028551426874,147.19059466557994,148.83128356933594,54511500,0.0,0.0,AAPL
25,2021-11-04,AAPL,0.1622090909090909,25,148.91970658341225,149.75477971750777,147.996201595479,148.3105926513672,60394600,0.0,0.0,AAPL
26,2021-11-05,AAPL,0.1269222222222222,26,149.4420426177261,149.74704405658915,147.64153427138376,148.8418731689453,65463900,0.22,0.0,AAPL
27,2021-11-08,AAPL,0.3407714285714286,27,148.96977941330329,149.12720435005284,147.73992524407558,148.01541137695312,55020900,0.0,0.0,AAPL
28,2021-11-09,AAPL,0.287915,28,147.77925568798562,148.98942783717524,147.64151263858898,148.37942504882812,56787900,0.0,0.0,AAPL
29,2021-11-10,AAPL,0.1860625,29,147.6021561282038,147.71038387651012,145.46713146876658,145.53599548339844,65187100,0.0,0.0,AAPL
30,2021-11-11,AAPL,0.3019,30,146.5592452243603,147.02165650752087,145.2998609410418,145.48680114746094,41000000,0.0,0.0,AAPL
31,2021-11-12,AAPL,0.3031888888888889,31,146.03780688666032,147.9760583993714,145.1031206526365,147.5726776123047,63804000,0.0,0.0,AAPL
32,2021-11-15,AAPL,0.1963285714285714,32,147.94653631221502,149.43220979679376,147.0216835500486,147.58250427246094,59222800,0.0,0.0,AAPL
33,2021-11-16,AAPL,0.1700249999999999,33,147.52347700617935,149.04849925402718,146.9331409706031,148.56639099121094,59256200,0.0,0.0,AAPL
34,2021-11-17,AAPL,0.2243733333333333,34,148.56639084071062,152.50192437291489,148.55655741151296,151.01626586914062,88807000,0.0,0.0,AAPL
35,2021-11-18,AAPL,0.166695744680851,35,151.23269506674168,156.11274738926755,150.5833285439718,155.3256378173828,137827700,0.0,0.0,AAPL
36,2021-11-19,AAPL,0.271565,36,155.10916289695797,158.42485911395252,154.00721864195404,157.96243286132812,117305600,0.0,0.0,AAPL
37,2021-11-22,AAPL,0.3438545454545454,37,159.0742171783773,163.0294315627434,158.40518385646317,158.42486572265625,117467900,0.0,0.0,AAPL
38,2021-11-23,AAPL,0.3903875,38,158.5232592097014,159.19230760433507,156.49646218357938,158.80859375,96041900,0.0,0.0,AAPL
39,2021-11-24,AAPL,0.18143125,39,158.15925449217465,159.5268517998659,157.0671433318694,159.330078125,69463600,0.0,0.0,AAPL
40,2021-11-26,AAPL,0.122276923076923,40,156.99828853676036,157.86409575967457,153.8400160724075,154.2827606201172,76959800,0.0,0.0,AAPL
41,2021-11-29,AAPL,0.27807,41,156.8014668186211,158.59214151775933,156.23081273910012,157.65745544433594,88748200,0.0,0.0,AAPL
42,2021-11-30,AAPL,0.1174999999999999,42,157.4114921922105,162.85236555793716,157.34261315607517,162.6359100341797,174048100,0.0,0.0,AAPL
43,2021-12-01,AAPL,0.0161518518518518,43,164.78075601319688,167.55531387504132,161.87830354264165,162.11444091796875,152052500,0.0,0.0,AAPL
44,2021-12-02,AAPL,0.1523230769230769,44,156.1816292767735,161.55362330337118,155.2567766388586,161.12071228027344,136739200,0.0,0.0,AAPL
45,2021-12-03,AAPL,0.09966,45,161.37653219165813,162.3013848333752,157.1458312842644,159.23165893554688,118023100,0.0,0.0,AAPL
46,2021-12-06,AAPL,0.0382,46,161.64214993684496,165.17430172027613,161.63231651035193,162.6555633544922,107497000,0.0,0.0,AAPL
47,2021-12-07,AAPL,0.1215,47,166.35496643302778,168.81467433212117,165.62688749026452,168.42111206054688,120405400,0.0,0.0,AAPL
48,2021-12-08,AAPL,0.1853774193548387,48,169.35583286489788,173.12410760824633,167.9488719754966,172.25828552246094,116998900,0.0,0.0,AAPL
49,2021-12-09,AAPL,0.1628478260869565,49,172.0910234690597,173.90136505237254,171.1169736434836,171.7466583251953,108923700,0.0,0.0,AAPL
50,2021-12-10,AAPL,0.16511875,50,172.38619070089263,176.73495286088573,171.87456720769728,176.55784606933594,115402700,0.0,0.0,AAPL
51,2021-12-13,AAPL,0.0968702702702702,51,178.20095139593482,179.1946832091292,172.7010469537589,172.9076690673828,153237000,0.0,0.0,AAPL
52,2021-12-14,AAPL,0.2877714285714285,52,172.4255259415604,174.87540044516206,169.434527703499,171.52035522460938,139380400,0.0,0.0,AAPL
53,2021-12-15,AAPL,0.2559733333333333,53,172.28781980216436,176.60706725313293,169.5329433271183,176.41029357910156,131063300,0.0,0.0,AAPL
54,2021-12-16,AAPL,0.18285,54,176.39058331265454,178.22060671100195,167.99806060749398,169.4837188720703,150185800,0.0,0.0,AAPL
55,2021-12-17,AAPL,0.4451,55,167.1912695917715,170.6742246232617,166.95514722547833,168.38177490234375,195432700,0.0,0.0,AAPL
56,2021-12-20,AAPL,0.4387833333333333,56,165.56786589082796,167.83080028341357,164.76108946281846,167.01417541503906,107499100,0.0,0.0,AAPL
57,2021-12-21,AAPL,0.4614571428571428,57,168.79501963934456,170.40858768040073,166.39434194128998,170.2019805908203,91185900,0.0,0.0,AAPL
58,2021-12-22,AAPL,0.2250866666666666,58,170.25116250826932,173.02572066741223,169.37550695696137,172.80926513671875,92135300,0.0,0.0,AAPL
59,2021-12-23,AAPL,0.2532818181818182,59,173.01588696564417,173.99977028074508,172.44523284134146,173.43894958496094,68356600,0.0,0.0,AAPL
60,2021-12-27,AAPL,0.1615954545454545,60,174.2358882719811,177.51222143014604,174.21622141544026,177.42367553710938,74919600,0.0,0.0,AAPL
61,2021-12-28,AAPL,0.2641666666666666,61,177.25642511096046,178.40756681054975,175.65269047193013,176.4004364013672,79144300,0.0,0.0,AAPL
62,2021-12-29,AAPL,0.2209375,62,176.43980124349002,177.7188525886418,175.2689776663019,176.48899841308594,62348900,0.0,0.0,AAPL
63,2021-12-30,AAPL,0.235675,63,176.5775389376338,177.6598165843381,175.21977516501707,175.3280029296875,59773000,0.0,0.0,AAPL
64,2021-12-31,AAPL,0.1013799999999999,64,175.21975359080747,176.34137982616818,174.40312874209113,174.70814514160156,64062300,0.0,0.0,AAPL
65,2022-01-03,AAPL,0.2076761904761905,65,174.96394419959245,179.9325571617345,174.84588302447216,179.07656860351562,104487900,0.0,0.0,AAPL
66,2022-01-04,AAPL,0.2246076923076922,66,179.68661899764498,179.9916204306624,176.23317886967382,176.8038330078125,99310400,0.0,0.0,AAPL
67,2022-01-05,AAPL,0.1347,67,176.71525988783705,177.26623207071754,171.8253592454738,172.10084533691406,94537600,0.0,0.0,AAPL
68,2022-01-06,AAPL,0.0567874999999999,68,169.9166051691119,172.47470718610705,168.8736915048009,169.22789001464844,96904000,0.0,0.0,AAPL
69,2022-01-07,AAPL,0.20995,69,170.10355391569084,171.3334078294236,168.2735306915419,169.39515686035156,86709100,0.0,0.0,AAPL
70,2022-01-10,AAPL,0.1505571428571428,70,166.3549934911358,169.71987264285875,165.4596560671489,169.4148712158203,106765600,0.0,0.0,AAPL
71,2022-01-11,AAPL,0.1688111111111111,71,169.54277308913493,172.35666484220278,168.06694817720108,172.25828552246094,76138300,0.0,0.0,AAPL
72,2022-01-12,AAPL,0.1982272727272727,72,173.28153740021668,174.3244513888946,172.00250100677792,172.7010498046875,74805200,0.0,0.0,AAPL
73,2022-01-13,AAPL,0.1264666666666666,73,172.9470087303428,173.7734671157762,169.021308880232,169.4148712158203,84505800,0.0,0.0,AAPL
74,2022-01-14,AAPL,-0.1152090909090909,74,168.57855655164568,170.97923414208748,168.3325857331638,170.2806854248047,80440800,0.0,0.0,AAPL
75,2022-01-18,AAPL,0.2523888888888889,75,168.7458170220669,169.75921560588677,166.67967112863838,167.06338500976562,90956700,0.0,0.0,AAPL
76,2022-01-19,AAPL,0.1859999999999999,76,167.26016286506513,168.32275864245793,163.26559902458186,163.55091857910156,94815000,0.0,0.0,AAPL
77,2022-01-20,AAPL,0.0102499999999999,77,164.2888511126298,166.94533337388285,161.53397450312417,161.85865783691406,91420500,0.0,0.0,AAPL
78,2022-01-21,AAPL,0.2637769230769231,78,161.77008037475142,163.64930096456078,159.684252711932,159.79248046875,122848900,0.0,0.0,AAPL
79,2022-01-24,AAPL,0.1556266666666666,79,157.44099364386307,159.6842461356459,152.20672782112572,159.01519775390625,162294600,0.0,0.0,AAPL
80,2022-01-25,AAPL,-0.0888083333333333,80,156.41777008167946,160.13684792706067,154.48936713148768,157.2048797607422,115798400,0.0,0.0,AAPL
81,2022-01-26,AAPL,0.28874,81,160.86489488644725,161.74055028867843,155.276445805436,157.11630249023438,108275300,0.0,0.0,AAPL
82,2022-01-27,AAPL,0.1055351648351648,82,159.83182343191297,161.19942048448502,155.72903227419678,156.6538848876953,121954600,0.0,0.0,AAPL
83,2022-01-28,AAPL,0.1311565217391304,83,163.03928812749427,167.6045054755724,160.17618447475024,167.58482360839844,179935700,0.0,0.0,AAPL
84,2022-01-31,AAPL,0.2351066666666666,84,167.41758353014143,172.17957503076116,166.77805038659238,171.96311950683594,115541600,0.0,0.0,AAPL
85,2022-02-01,AAPL,0.3246578947368421,85,171.20553191997683,172.0221568809913,169.53293327062335,171.79586791992188,86213900,0.0,0.0,AAPL
86,2022-02-02,AAPL,0.2460833333333333,86,171.93359808137038,173.04539095891812,170.53648566674534,173.0060272216797,84914300,0.0,0.0,AAPL
87,2022-02-03,AAPL,0.0746115384615384,87,171.66797141127995,173.3996158033436,169.3460059869967,170.11343383789062,89418100,0.0,0.0,AAPL
